,accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,createDt,deathCnt,decideCnt,examCnt,resutlNegCnt,seq,stateDt,stateTime,updateDt
312,1.434156057,3882205,3731672,15362,37400,2020-12-24 00:00:00.000,756,53518,150533,3678154,340,20201224,00:00,2021-10-07 10:30:51.51
313,1.430070212,3826565,3673456,15084,36710,2020-12-23 00:00:00.000,739,52533,153109,3620923,339,20201223,00:00,2021-10-07 10:30:51.51
314,1.420568769,3772425,3621296,14809,35912,2020-12-22 00:00:00.000,722,51443,151129,3569853,338,20201222,00:00,2021-10-07 10:30:51.51
315,1.417748074,3713856,3567418,14740,35139,2020-12-21 00:00:00.000,698,50577,146438,3516841,337,20201221,00:00,2021-10-07 10:30:51.51
316,1.401195841,3683091,3543616,14270,34709,2020-12-20 00:00:00.000,674,49653,139475,3493963,336,20201220,00:00,2021-10-07 10:30:51.51
317,1.379455525,3646245,3520012,13576,34322,2020-12-19 00:00:00.000,659,48557,126233,3471455,335,20201219,00:00,2021-10-07 10:30:51.51
318,1.365610315,3589795,3479177,12901,33966,2020-12-18 00:00:00.000,645,47512,110618,3431665,334,20201218,00:00,2021-10-07 10:30:51.51
319,1.350397432,3538838,3439580,12219,33595,2020-12-17 00:00:00.000,634,46448,99258,3393132,333,20201217,00:00,2021-10-07 10:30:51.51
320,1.338663158,3488767,3393983,11888,32934,2020-12-16 00:00:00.000,612,45434,94784,3348549,332,20201216,00:00,2021-10-07 10:30:51.51
321,1.324951572,3441218,3347745,11208,32548,2020-12-15 00:00:00.000,600,44356,93473,3303389,331,20201215,00:00,2021-10-07 10:30:51.51
322,1.314351878,3397037,3307790,10797,32092,2020-12-14 00:00:00.000,587,43476,89247,3264314,330,20201214,00:00,2021-10-07 10:30:51.51
323,1.301825015,3374593,3284466,10375,31803,2020-12-13 00:00:00.000,580,42758,90127,3241708,329,20201213,00:00,2021-10-07 10:30:51.51
324,1.278776141,3349862,3263120,9668,31482,2020-12-12 00:00:00.000,578,41728,86742,3221392,328,20201212,00:00,2021-10-07 10:30:51.51
325,1.261101282,3311211,3233523,9059,31147,2020-12-11 00:00:00.000,572,40778,77688,3192745,327,20201211,00:00,2021-10-07 10:30:51.51
326,1.250755807,3277946,3205182,8899,30626,2020-12-10 00:00:00.000,564,40089,72764,3165093,326,20201210,00:00,2021-10-07 10:30:51.51
327,1.238519208,3253219,3181945,8686,30167,2020-12-09 00:00:00.000,556,39409,71274,3142536,325,20201209,00:00,2021-10-07 10:30:51.51
328,1.231280807,3221316,3146236,8547,29640,2020-12-08 00:00:00.000,552,38739,75080,3107497,324,20201208,00:00,2021-10-07 10:30:51.51
329,1.214506979,3209367,3141357,8310,29293,2020-12-07 00:00:00.000,549,38152,68010,3103205,323,20201207,00:00,2021-10-07 10:30:51.51
330,1.200361224,3194858,3127142,7872,29120,2020-12-06 00:00:00.000,545,37537,67716,3089605,322,20201206,00:00,2021-10-07 10:30:51.51
331,1.185080052,3180487,3114220,7459,28907,2020-12-05 00:00:00.000,540,36906,66267,3077314,321,20201205,00:00,2021-10-07 10:30:51.51
332,1.174407365,3157407,3093390,7194,28599,2020-12-04 00:00:00.000,536,36329,64017,3057061,320,20201204,00:00,2021-10-07 10:30:51.51
333,1.164379719,3131884,3066096,6831,28341,2020-12-03 00:00:00.000,529,35701,65788,3030395,319,20201203,00:00,2021-10-07 10:30:51.51
334,1.155922091,3106968,3041814,6582,28053,2020-12-02 00:00:00.000,526,35161,65154,3006653,318,20201202,00:00,2021-10-07 10:30:51.51
335,1.147691881,3083995,3019103,6249,27875,2020-12-01 00:00:00.000,526,34650,64892,2984453,317,20201201,00:00,2021-10-07 10:30:51.51
336,1.140801353,3061170,2997805,6061,27612,2020-11-30 00:00:00.000,526,34199,63365,2963606,316,20201130,00:00,2021-10-07 10:30:51.51
337,1.131370852,3046908,2984079,5732,27506,2020-11-29 00:00:00.000,523,33761,62829,2950318,315,20201129,00:00,2021-10-07 10:30:51.51
338,1.120395702,3031940,2973146,5461,27328,2020-11-28 00:00:00.000,522,33311,58794,2939835,314,20201128,00:00,2021-10-07 10:30:51.51
339,1.111057679,3009499,2952862,5195,27097,2020-11-27 00:00:00.000,516,32808,56637,2920054,313,20201127,00:00,2021-10-07 10:30:51.51
340,1.099801168,2987982,2932621,4794,26944,2020-11-26 00:00:00.000,515,32253,55361,2900368,312,20201126,00:00,2021-10-07 10:30:51.51
341,1.088196409,2966342,2910504,4340,26819,2020-11-25 00:00:00.000,513,31672,55838,2878832,311,20201125,00:00,2021-10-07 10:30:51.51
342,1.083236082,2946336,2888567,4064,26716,2020-11-24 00:00:00.000,510,31290,57769,2857277,310,20201124,00:00,2021-10-07 10:30:51.51
343,1.079732567,2922072,2865617,3900,26532,2020-11-23 00:00:00.000,509,30941,56455,2834676,309,20201123,00:00,2021-10-07 10:30:51.51
344,1.074331704,2908827,2854798,3704,26461,2020-11-22 00:00:00.000,505,30670,54029,2824128,308,20201122,00:00,2021-10-07 10:30:51.51
345,1.066305655,2896683,2845338,3476,26361,2020-11-21 00:00:00.000,503,30340,51345,2814998,307,20201121,00:00,2021-10-07 10:30:51.51
346,1.060229637,2873380,2825237,3193,26260,2020-11-20 00:00:00.000,501,29954,48143,2795283,306,20201120,00:00,2021-10-07 10:30:51.51
347,1.05424336,2853795,2808270,3014,26094,2020-11-19 00:00:00.000,498,29606,45525,2778664,305,20201119,00:00,2021-10-07 10:30:51.51
348,1.048880158,2834332,2791644,2816,25969,2020-11-18 00:00:00.000,496,29281,42688,2762363,304,20201118,00:00,2021-10-07 10:30:51.51
349,1.045069995,2815753,2774551,2646,25856,2020-11-17 00:00:00.000,494,28996,41202,2745555,303,20201117,00:00,2021-10-07 10:30:51.51
350,1.042482446,2797689,2759375,2517,25755,2020-11-16 00:00:00.000,494,28766,38314,2730609,302,20201116,00:00,2021-10-07 10:30:51.51
351,1.037775705,2786876,2750498,2363,25688,2020-11-15 00:00:00.000,493,28544,36378,2721954,301,20201115,00:00,2021-10-07 10:30:51.51
352,1.033182078,2777287,2742595,2211,25633,2020-11-14 00:00:00.000,492,28336,34692,2714259,300,20201114,00:00,2021-10-07 10:30:51.51
353,1.029952879,2761409,2731290,2111,25532,2020-11-13 00:00:00.000,488,28131,30119,2703159,299,20201113,00:00,2021-10-07 10:30:51.51
354,1.027022378,2749770,2720486,2053,25400,2020-11-12 00:00:00.000,487,27940,29284,2692546,298,20201112,00:00,2021-10-07 10:30:51.51
355,1.026536241,2736532,2707844,2049,25261,2020-11-11 00:00:00.000,487,27797,28688,2680047,297,20201111,00:00,2021-10-07 10:30:51.51
356,1.025628091,2723959,2696104,2012,25155,2020-11-10 00:00:00.000,485,27652,27855,2668452,296,20201110,00:00,2021-10-07 10:30:51.51
357,1.02675863,2709198,2683396,2047,25025,2020-11-09 00:00:00.000,480,27552,25802,2655844,295,20201109,00:00,2021-10-07 10:30:51.51
358,1.024416645,2702879,2677231,1983,24965,2020-11-08 00:00:00.000,478,27426,25648,2649805,294,20201108,00:00,2021-10-07 10:30:51.51
359,1.021440784,2697248,2671031,1898,24908,2020-11-07 00:00:00.000,477,27283,26217,2643748,293,20201107,00:00,2021-10-07 10:30:51.51
360,1.02206801,2686313,2660684,1900,24818,2020-11-06 00:00:00.000,476,27194,25629,2633490,292,20201106,00:00,2021-10-07 10:30:51.51
361,1.021239933,2673705,2648643,1842,24732,2020-11-05 00:00:00.000,475,27049,25062,2621594,291,20201105,00:00,2021-10-07 10:30:51.51
362,1.020620136,2662259,2638004,1837,24613,2020-11-04 00:00:00.000,474,26924,24255,2611080,290,20201104,00:00,2021-10-07 10:30:51.51
363,1.021591101,2649859,2624044,1830,24505,2020-11-03 00:00:00.000,472,26807,25815,2597237,289,20201103,00:00,2021-10-07 10:30:51.51
364,1.023772886,2636650,2611126,1873,24391,2020-11-02 00:00:00.000,468,26732,25524,2584394,288,20201102,00:00,2021-10-07 10:30:51.51
365,1.02214605,2630630,2605792,1816,24353,2020-11-01 00:00:00.000,466,26635,24838,2579157,287,20201101,00:00,2021-10-07 10:30:51.51
366,1.020119177,2624492,2598814,1740,24307,2020-10-31 00:00:00.000,464,26511,25678,2572303,286,20201031,00:00,2021-10-07 10:30:51.51
367,1.020318981,2612231,2585858,1698,24223,2020-10-30 00:00:00.000,463,26384,26373,2559474,285,20201030,00:00,2021-10-07 10:30:51.51
368,1.021490534,2597978,2571830,1646,24163,2020-10-29 00:00:00.000,462,26271,26148,2545559,284,20201029,00:00,2021-10-07 10:30:51.51
369,1.021305784,2582960,2560056,1617,24068,2020-10-28 00:00:00.000,461,26146,22904,2533910,283,20201028,00:00,2021-10-07 10:30:51.51
370,1.023467883,2567587,2544584,1608,23975,2020-10-27 00:00:00.000,460,26043,23003,2518541,282,20201027,00:00,2021-10-07 10:30:51.51
371,1.025281049,2552264,2531501,1603,23895,2020-10-26 00:00:00.000,457,25955,20763,2505546,281,20201026,00:00,2021-10-07 10:30:51.51
372,1.023425171,2546146,2524464,1516,23863,2020-10-25 00:00:00.000,457,25836,21682,2498628,280,20201025,00:00,2021-10-07 10:30:51.51
373,1.023308405,2540679,2518791,1490,23828,2020-10-24 00:00:00.000,457,25775,21888,2493016,279,20201024,00:00,2021-10-07 10:30:51.51
374,1.024563121,2528621,2508191,1532,23711,2020-10-23 00:00:00.000,455,25698,20430,2482493,278,20201023,00:00,2021-10-07 10:30:51.51
375,1.02355749,2515325,2495512,1449,23641,2020-10-22 00:00:00.000,453,25543,19813,2469969,277,20201022,00:00,2021-10-07 10:30:51.51
376,1.0234316,2503489,2483996,1396,23576,2020-10-21 00:00:00.000,450,25422,19493,2458574,276,20201021,00:00,2021-10-07 10:30:51.51
377,1.024825926,2491311,2471932,1428,23458,2020-10-20 00:00:00.000,447,25333,19379,2446599,275,20201020,00:00,2021-10-07 10:30:51.51
378,1.026411361,2479226,2462463,1471,23360,2020-10-19 00:00:00.000,444,25275,16763,2437188,274,20201019,00:00,2021-10-07 10:30:51.51
379,1.025705526,2474529,2456748,1450,23305,2020-10-18 00:00:00.000,444,25199,17781,2431549,273,20201018,00:00,2021-10-07 10:30:51.51
380,1.02431086,2468527,2451209,1413,23252,2020-10-17 00:00:00.000,443,25108,17318,2426101,272,20201017,00:00,2021-10-07 10:30:51.51
381,1.025154469,2459426,2442071,1421,23173,2020-10-16 00:00:00.000,441,25035,17355,2417036,271,20201016,00:00,2021-10-07 10:30:51.51
382,1.027265623,2450739,2432477,1474,23075,2020-10-15 00:00:00.000,439,24988,18262,2407489,270,20201015,00:00,2021-10-07 10:30:51.51
383,1.02672379,2441443,2423047,1417,23023,2020-10-14 00:00:00.000,438,24878,18396,2398169,269,20201014,00:00,2021-10-07 10:30:51.51
384,1.029379284,2428760,2408636,1504,22856,2020-10-13 00:00:00.000,434,24794,20124,2383842,268,20201013,00:00,2021-10-07 10:30:51.51
385,1.030830181,2415610,2396418,1548,22722,2020-10-12 00:00:00.000,433,24703,19192,2371715,267,20201012,00:00,2021-10-07 10:30:51.51
386,1.028989871,2410483,2391180,1487,22686,2020-10-11 00:00:00.000,432,24605,19303,2366575,266,20201011,00:00,2021-10-07 10:30:51.51
387,1.028921466,2404684,2385702,1500,22617,2020-10-10 00:00:00.000,430,24547,18982,2361155,265,20201010,00:00,2021-10-07 10:30:51.51
388,1.028562735,2400233,2379534,1485,22562,2020-10-09 00:00:00.000,428,24475,20699,2355059,264,20201009,00:00,2021-10-07 10:30:51.51
389,1.031350592,2388844,2367866,1537,22457,2020-10-08 00:00:00.000,427,24421,20978,2343445,263,20201008,00:00,2021-10-07 10:30:51.51
390,1.033644816,2378073,2355935,1601,22326,2020-10-07 00:00:00.000,425,24352,22138,2331583,262,20201007,00:00,2021-10-07 10:30:51.51
391,1.034619942,2365433,2342696,1743,22073,2020-10-06 00:00:00.000,422,24238,22737,2318458,261,20201006,00:00,2021-10-07 10:30:51.51
392,1.037069338,2352378,2329931,1863,21878,2020-10-05 00:00:00.000,422,24163,22447,2305768,260,20201005,00:00,2021-10-07 10:30:51.51
393,1.03647274,2346345,2324229,1832,21837,2020-10-04 00:00:00.000,421,24090,22116,2300139,259,20201004,00:00,2021-10-07 10:30:51.51
394,1.036241273,2339859,2318572,1827,21779,2020-10-03 00:00:00.000,420,24026,21287,2294546,258,20201003,00:00,2021-10-07 10:30:51.51
395,1.035145057,2333777,2313782,1810,21725,2020-10-02 00:00:00.000,416,23951,19995,2289831,257,20201002,00:00,2021-10-07 10:30:51.51
396,1.034826629,2328435,2308406,1815,21658,2020-10-01 00:00:00.000,415,23888,20029,2284518,256,20201001,00:00,2021-10-07 10:30:51.51
397,1.034180376,2322999,2302403,1812,21586,2020-09-30 00:00:00.000,413,23811,20596,2278592,255,20200930,00:00,2021-10-07 10:30:51.51
398,1.033498649,2313044,2292988,1829,21462,2020-09-29 00:00:00.000,407,23698,20056,2269290,254,20200929,00:00,2021-10-07 10:30:51.51
399,1.036484609,2301303,2282716,1970,21284,2020-09-28 00:00:00.000,406,23660,18587,2259056,253,20200928,00:00,2021-10-07 10:30:51.51
400,1.036599742,2296517,2277639,1969,21240,2020-09-27 00:00:00.000,401,23610,18878,2254029,252,20200927,00:00,2021-10-07 10:30:51.51
401,1.035065456,2290345,2271837,1958,21158,2020-09-26 00:00:00.000,399,23515,18508,2248322,251,20200926,00:00,2021-10-07 10:30:51.51
402,1.037465813,2280276,2260701,2088,20971,2020-09-25 00:00:00.000,395,23454,19575,2237247,250,20200925,00:00,2021-10-07 10:30:51.51
403,1.038156014,2268999,2248217,2123,20824,2020-09-24 00:00:00.000,393,23340,20782,2224877,249,20200924,00:00,2021-10-07 10:30:51.51
404,1.038065223,2256899,2236372,2184,20643,2020-09-23 00:00:00.000,388,23215,20527,2213157,248,20200923,00:00,2021-10-07 10:30:51.51
405,1.039880462,2245112,2221890,2283,20434,2020-09-22 00:00:00.000,388,23105,23222,2198785,247,20200922,00:00,2021-10-07 10:30:51.51
406,1.043161934,2231589,2209053,2420,20239,2020-09-21 00:00:00.000,385,23044,22536,2186009,246,20200921,00:00,2021-10-07 10:30:51.51
407,1.043121974,2226701,2202427,2441,20150,2020-09-20 00:00:00.000,383,22974,24274,2179453,245,20200920,00:00,2021-10-07 10:30:51.51
408,1.043173778,2219162,2194457,2552,19962,2020-09-19 00:00:00.000,378,22892,24705,2171565,244,20200919,00:00,2021-10-07 10:30:51.51
409,1.044584913,2206365,2180962,2644,19761,2020-09-18 00:00:00.000,377,22782,25403,2158180,243,20200918,00:00,2021-10-07 10:30:51.51
410,1.045797975,2191892,2166384,2751,19533,2020-09-17 00:00:00.000,372,22656,25508,2143728,242,20200917,00:00,2021-10-07 10:30:51.51
411,1.045197609,2178832,2152990,2838,19298,2020-09-16 00:00:00.000,367,22503,25842,2130487,241,20200916,00:00,2021-10-07 10:30:51.51
412,1.047599084,2164578,2137268,3153,18870,2020-09-15 00:00:00.000,367,22390,27310,2114878,240,20200915,00:00,2021-10-07 10:30:51.51
413,1.049386728,2151002,2123526,3439,18482,2020-09-14 00:00:00.000,363,22284,27476,2101242,239,20200914,00:00,2021-10-07 10:30:51.51
414,1.048183346,2143270,2115565,3596,18221,2020-09-13 00:00:00.000,358,22175,27705,2093390,238,20200913,00:00,2021-10-07 10:30:51.51
415,1.046388101,2135457,2107631,3677,18022,2020-09-12 00:00:00.000,355,22054,27826,2085577,237,20200912,00:00,2021-10-07 10:30:51.51
416,1.048814521,2119211,2089788,3959,17609,2020-09-11 00:00:00.000,350,21918,29423,2067870,236,20200911,00:00,2021-10-07 10:30:51.51
417,1.052079941,2099591,2066573,4043,17353,2020-09-10 00:00:00.000,346,21742,33018,2044831,235,20200910,00:00,2021-10-07 10:30:51.51
418,1.0552373,2082234,2045701,4227,17016,2020-09-09 00:00:00.000,344,21587,36533,2024114,234,20200909,00:00,2021-10-07 10:30:51.51
419,1.059520208,2066078,2022708,4459,16631,2020-09-08 00:00:00.000,341,21431,43370,2001277,233,20200908,00:00,2021-10-07 10:30:51.51
420,1.062525072,2051297,2004188,4671,16288,2020-09-07 00:00:00.000,336,21295,47109,1982893,232,20200907,00:00,2021-10-07 10:30:51.51
421,1.060754971,2045935,1996314,4724,16118,2020-09-06 00:00:00.000,334,21176,49621,1975138,231,20200906,00:00,2021-10-07 10:30:51.51
422,1.058404972,2037045,1984968,4693,15983,2020-09-05 00:00:00.000,333,21009,52077,1963959,230,20200905,00:00,2021-10-07 10:30:51.51
423,1.059726234,2018906,1966640,4746,15764,2020-09-04 00:00:00.000,331,20841,52266,1945799,229,20200904,00:00,2021-10-07 10:30:51.51
424,1.061321482,2000552,1945028,4792,15522,2020-09-03 00:00:00.000,329,20643,55524,1924385,228,20200903,00:00,2021-10-07 10:30:51.51
425,1.063036151,1980295,1923547,4771,15351,2020-09-02 00:00:00.000,326,20448,56748,1903099,227,20200902,00:00,2021-10-07 10:30:51.51
426,1.060853045,1959080,1902337,4665,15192,2020-09-01 00:00:00.000,324,20181,56743,1882156,226,20200901,00:00,2021-10-07 10:30:51.51
427,1.061062989,1937689,1879813,4656,14966,2020-08-31 00:00:00.000,324,19946,57876,1859867,225,20200831,00:00,2021-10-07 10:30:51.51
428,1.055542725,1924170,1866149,4477,14898,2020-08-30 00:00:00.000,323,19698,58021,1846451,224,20200830,00:00,2021-10-07 10:30:51.51
429,1.045608675,1909329,1855283,4318,14760,2020-08-29 00:00:00.000,321,19399,54046,1835884,223,20200829,00:00,2021-10-07 10:30:51.51
430,1.038428835,1887717,1837006,4213,14547,2020-08-28 00:00:00.000,316,19076,50711,1817930,222,20200828,00:00,2021-10-07 10:30:51.51
431,1.029139418,1869579,1817538,3935,14457,2020-08-27 00:00:00.000,313,18705,52041,1798833,221,20200827,00:00,2021-10-07 10:30:51.51
432,1.016524082,1849506,1796711,3588,14364,2020-08-26 00:00:00.000,312,18264,52795,1778447,220,20200826,00:00,2021-10-07 10:30:51.51
433,1.010659119,1825837,1775475,3351,14283,2020-08-25 00:00:00.000,310,17944,50362,1757531,219,20200825,00:00,2021-10-07 10:30:51.51
434,1.005678004,1804422,1756427,3139,14216,2020-08-24 00:00:00.000,309,17664,47995,1738763,218,20200824,00:00,2021-10-07 10:30:51.51
435,0.997808011,1791186,1743622,2892,14197,2020-08-23 00:00:00.000,309,17398,47564,1726224,217,20200823,00:00,2021-10-07 10:30:51.51
436,0.980862169,1775800,1733373,2527,14166,2020-08-22 00:00:00.000,309,17002,42427,1716371,216,20200822,00:00,2021-10-07 10:30:51.51
437,0.971401067,1754123,1716078,2243,14118,2020-08-21 00:00:00.000,309,16670,38045,1699408,215,20200821,00:00,2021-10-07 10:30:51.51
438,0.96204722,1734083,1699085,1978,14061,2020-08-20 00:00:00.000,307,16346,34998,1682739,214,20200820,00:00,2021-10-07 10:30:51.51
439,0.953539164,1715064,1684042,1748,14004,2020-08-19 00:00:00.000,306,16058,31022,1667984,213,20200819,00:00,2021-10-07 10:30:51.51
440,0.942743341,1697042,1671823,1523,13932,2020-08-18 00:00:00.000,306,15761,25219,1656062,212,20200818,00:00,2021-10-07 10:30:51.51
441,0.931548731,1688470,1665506,1295,13915,2020-08-17 00:00:00.000,305,15515,22964,1649991,211,20200817,00:00,2021-10-07 10:30:51.51
442,0.922892283,1681787,1659782,1105,13908,2020-08-16 00:00:00.000,305,15318,22005,1644464,210,20200816,00:00,2021-10-07 10:30:51.51
443,0.909427349,1675296,1653678,835,13899,2020-08-15 00:00:00.000,305,15039,21618,1638639,209,20200815,00:00,2021-10-07 10:30:51.51
444,0.904160121,1665084,1644952,707,13861,2020-08-14 00:00:00.000,305,14873,20132,1630079,208,20200814,00:00,2021-10-07 10:30:51.51
445,0.902205119,1654898,1637100,651,13814,2020-08-13 00:00:00.000,305,14770,17798,1622330,207,20200813,00:00,2021-10-07 10:30:51.51
446,0.903099964,1646652,1629277,626,13783,2020-08-12 00:00:00.000,305,14714,17375,1614563,206,20200812,00:00,2021-10-07 10:30:51.51
447,0.904740011,1637844,1620355,630,13725,2020-08-11 00:00:00.000,305,14660,17489,1605695,205,20200811,00:00,2021-10-07 10:30:51.51
448,0.907372448,1628303,1611907,667,13654,2020-08-10 00:00:00.000,305,14626,16396,1597281,204,20200810,00:00,2021-10-07 10:30:51.51
449,0.907922209,1624650,1607847,655,13638,2020-08-09 00:00:00.000,305,14598,16803,1593249,203,20200809,00:00,2021-10-07 10:30:51.51
450,0.907623929,1620514,1604409,633,13625,2020-08-08 00:00:00.000,304,14562,16105,1589847,202,20200808,00:00,2021-10-07 10:30:51.51
451,0.909379024,1613652,1596584,676,13540,2020-08-07 00:00:00.000,303,14519,17068,1582065,201,20200807,00:00,2021-10-07 10:30:51.51
452,0.912773158,1606487,1588456,701,13496,2020-08-06 00:00:00.000,302,14499,18031,1573957,200,20200806,00:00,2021-10-07 10:30:51.51
453,0.915112202,1598187,1579697,752,13402,2020-08-05 00:00:00.000,302,14456,18490,1565241,199,20200805,00:00,2021-10-07 10:30:51.51
454,0.918044933,1589780,1571056,776,13346,2020-08-04 00:00:00.000,301,14423,18724,1556633,198,20200804,00:00,2021-10-07 10:30:51.51
455,0.920980878,1579757,1562356,813,13275,2020-08-03 00:00:00.000,301,14389,17401,1547967,197,20200803,00:00,2021-10-07 10:30:51.51
456,0.921796779,1576246,1558478,811,13254,2020-08-02 00:00:00.000,301,14366,17768,1544112,196,20200802,00:00,2021-10-07 10:30:51.51
457,0.922788552,1571830,1553552,807,13228,2020-08-01 00:00:00.000,301,14336,18278,1539216,195,20200801,00:00,2021-10-07 10:30:51.51
458,0.925610787,1563796,1545466,825,13179,2020-07-31 00:00:00.000,301,14305,18330,1531161,194,20200731,00:00,2021-10-07 10:30:51.51
459,0.928247973,1556215,1537197,841,13128,2020-07-30 00:00:00.000,300,14269,19018,1522928,193,20200730,00:00,2021-10-07 10:30:51.51
460,0.932668665,1547307,1527981,885,13066,2020-07-29 00:00:00.000,300,14251,19326,1513730,192,20200729,00:00,2021-10-07 10:30:51.51
461,0.93609533,1537704,1517260,901,13002,2020-07-28 00:00:00.000,300,14203,20444,1503057,191,20200728,00:00,2021-10-07 10:30:51.51
462,0.939859595,1526974,1508204,977,12899,2020-07-27 00:00:00.000,299,14175,18770,1494029,190,20200727,00:00,2021-10-07 10:30:51.51
463,0.94100466,1522926,1503712,968,12884,2020-07-26 00:00:00.000,298,14150,19214,1489562,189,20200726,00:00,2021-10-07 10:30:51.51
464,0.940122872,1518634,1498953,934,12860,2020-07-25 00:00:00.000,298,14092,19681,1484861,188,20200725,00:00,2021-10-07 10:30:51.51
465,0.938334022,1510327,1489768,870,12811,2020-07-24 00:00:00.000,298,13979,20559,1475789,187,20200724,00:00,2021-10-07 10:30:51.51
466,0.942115779,1500854,1479436,889,12752,2020-07-23 00:00:00.000,297,13938,21418,1465498,186,20200723,00:00,2021-10-07 10:30:51.51
467,0.943944175,1492071,1470320,890,12692,2020-07-22 00:00:00.000,297,13879,21751,1456441,185,20200722,00:00,2021-10-07 10:30:51.51
468,0.947257711,1482390,1458526,882,12638,2020-07-21 00:00:00.000,296,13816,23864,1444710,184,20200721,00:00,2021-10-07 10:30:51.51
469,0.950451069,1470193,1448891,908,12567,2020-07-20 00:00:00.000,296,13771,21302,1435120,183,20200720,00:00,2021-10-07 10:30:51.51
470,0.952301111,1465299,1443346,901,12549,2020-07-19 00:00:00.000,295,13745,21953,1429601,182,20200719,00:00,2021-10-07 10:30:51.51
471,0.953954028,1460204,1437281,904,12513,2020-07-18 00:00:00.000,294,13711,22923,1423570,181,20200718,00:00,2021-10-07 10:30:51.51
472,0.957485326,1451017,1427907,924,12455,2020-07-17 00:00:00.000,293,13672,23110,1414235,180,20200717,00:00,2021-10-07 10:30:51.51
473,0.959981494,1441348,1417944,928,12393,2020-07-16 00:00:00.000,291,13612,23404,1404332,179,20200716,00:00,2021-10-07 10:30:51.51
474,0.96241599,1431316,1408019,918,12344,2020-07-15 00:00:00.000,289,13551,23297,1394468,178,20200715,00:00,2021-10-07 10:30:51.51
