,accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,createDt,deathCnt,decideCnt,examCnt,resutlNegCnt,seq,stateDt,stateTime,updateDt
475,0.967681639,1420616,1396327,948,12275,2020-07-14 00:00:00.000,289,13512,24289,1382815,177,20200714,00:00,2021-10-07 10:30:51.51
476,0.972183254,1408312,1386467,992,12198,2020-07-13 00:00:00.000,289,13479,21845,1372988,176,20200713,00:00,2021-10-07 10:30:51.51
477,0.972025206,1402144,1380314,955,12173,2020-07-12 00:00:00.000,289,13417,21830,1366897,175,20200712,00:00,2021-10-07 10:30:51.51
478,0.973296041,1396941,1373991,946,12139,2020-07-11 00:00:00.000,288,13373,22950,1360618,174,20200711,00:00,2021-10-07 10:30:51.51
479,0.97975338,1384890,1361363,989,12061,2020-07-10 00:00:00.000,288,13338,23527,1348025,173,20200710,00:00,2021-10-07 10:30:51.51
480,0.986230756,1371771,1347859,990,12016,2020-07-09 00:00:00.000,287,13293,23912,1334566,172,20200709,00:00,2021-10-07 10:30:51.51
481,0.991448819,1359734,1335722,991,11967,2020-07-08 00:00:00.000,285,13243,24012,1322479,171,20200708,00:00,2021-10-07 10:30:51.51
482,0.996658649,1346194,1322519,985,11911,2020-07-07 00:00:00.000,285,13181,23675,1309338,170,20200707,00:00,2021-10-07 10:30:51.51
483,1.002438756,1331796,1310504,1008,11845,2020-07-06 00:00:00.000,284,13137,21292,1297367,169,20200706,00:00,2021-10-07 10:30:51.51
484,1.003445246,1326055,1304406,978,11828,2020-07-05 00:00:00.000,283,13089,21649,1291317,168,20200705,00:00,2021-10-07 10:30:51.51
485,1.00431699,1319521,1297200,937,11808,2020-07-04 00:00:00.000,283,13028,22321,1284172,167,20200704,00:00,2021-10-07 10:30:51.51
486,1.00800887,1307759,1286199,928,11755,2020-07-03 00:00:00.000,282,12965,21560,1273234,166,20200703,00:00,2021-10-07 10:30:51.51
487,1.011142629,1295962,1276180,941,11681,2020-07-02 00:00:00.000,282,12904,19782,1263276,165,20200702,00:00,2021-10-07 10:30:51.51
488,1.015244468,1285231,1265705,957,11611,2020-07-01 00:00:00.000,282,12850,19526,1252855,164,20200701,00:00,2021-10-07 10:30:51.51
489,1.021504347,1273765,1252956,984,11533,2020-06-30 00:00:00.000,282,12799,20809,1240157,163,20200630,00:00,2021-10-07 10:30:51.51
490,1.027584568,1259954,1241455,1050,11425,2020-06-29 00:00:00.000,282,12757,18499,1228698,162,20200629,00:00,2021-10-07 10:30:51.51
491,1.03148399,1251695,1232690,1073,11360,2020-06-28 00:00:00.000,282,12715,19005,1219975,161,20200628,00:00,2021-10-07 10:30:51.51
492,1.033814467,1243780,1223914,1057,11314,2020-06-27 00:00:00.000,282,12653,19866,1211261,160,20200627,00:00,2021-10-07 10:30:51.51
493,1.03849485,1232315,1213487,1149,11171,2020-06-26 00:00:00.000,282,12602,18828,1200885,159,20200626,00:00,2021-10-07 10:30:51.51
494,1.045541779,1220478,1201578,1308,10973,2020-06-25 00:00:00.000,282,12563,18900,1189015,158,20200625,00:00,2021-10-07 10:30:51.51
495,1.05482214,1208597,1188352,1325,10929,2020-06-24 00:00:00.000,281,12535,20245,1175817,157,20200624,00:00,2021-10-07 10:30:51.51
496,1.063614073,1196012,1173734,1296,10907,2020-06-23 00:00:00.000,281,12484,22278,1161250,156,20200623,00:00,2021-10-07 10:30:51.51
497,1.069785484,1182066,1162663,1278,10880,2020-06-22 00:00:00.000,280,12438,19403,1150225,155,20200622,00:00,2021-10-07 10:30:51.51
498,1.074116736,1176463,1156392,1274,10867,2020-06-21 00:00:00.000,280,12421,20071,1143971,154,20200621,00:00,2021-10-07 10:30:51.51
499,1.07644565,1170901,1149431,1233,10860,2020-06-20 00:00:00.000,280,12373,21470,1137058,153,20200620,00:00,2021-10-07 10:30:51.51
500,1.082442806,1158063,1136873,1191,10835,2020-06-19 00:00:00.000,280,12306,21190,1124567,152,20200619,00:00,2021-10-07 10:30:51.51
501,1.090482367,1145712,1123998,1177,10800,2020-06-18 00:00:00.000,280,12257,21714,1111741,151,20200618,00:00,2021-10-07 10:30:51.51
502,1.097599821,1132823,1111334,1145,10774,2020-06-17 00:00:00.000,279,12198,21489,1099136,150,20200617,00:00,2021-10-07 10:30:51.51
503,1.107885538,1119767,1097135,1117,10760,2020-06-16 00:00:00.000,278,12155,22632,1084980,149,20200616,00:00,2021-10-07 10:30:51.51
504,1.117219055,1105719,1084926,1114,10730,2020-06-15 00:00:00.000,277,12121,20793,1072805,148,20200615,00:00,2021-10-07 10:30:51.51
505,1.119955958,1100327,1078971,1089,10718,2020-06-14 00:00:00.000,277,12084,21356,1066887,147,20200614,00:00,2021-10-07 10:30:51.51
506,1.124747049,1094704,1071352,1082,10691,2020-06-13 00:00:00.000,277,12050,23352,1059302,146,20200613,00:00,2021-10-07 10:30:51.51
507,1.135217859,1081486,1057242,1057,10668,2020-06-12 00:00:00.000,277,12002,24244,1045240,145,20200612,00:00,2021-10-07 10:30:51.51
508,1.147116269,1066888,1041394,1017,10653,2020-06-11 00:00:00.000,276,11946,25494,1029448,144,20200611,00:00,2021-10-07 10:30:51.51
509,1.160225357,1051972,1025749,1014,10611,2020-06-10 00:00:00.000,276,11901,26223,1013848,143,20200610,00:00,2021-10-07 10:30:51.51
510,1.175067276,1035997,1008538,987,10590,2020-06-09 00:00:00.000,274,11851,27459,996687,142,20200609,00:00,2021-10-07 10:30:51.51
511,1.188621911,1018214,993840,977,10563,2020-06-08 00:00:00.000,273,11813,24374,982027,141,20200608,00:00,2021-10-07 10:30:51.51
512,1.193971741,1012769,986288,951,10552,2020-06-07 00:00:00.000,273,11776,26481,974512,140,20200607,00:00,2021-10-07 10:30:51.51
513,1.199057452,1005305,977351,915,10531,2020-06-06 00:00:00.000,273,11719,27954,965632,139,20200606,00:00,2021-10-07 10:30:51.51
514,1.212645267,990960,962194,890,10505,2020-06-05 00:00:00.000,273,11668,28766,950526,138,20200605,00:00,2021-10-07 10:30:51.51
515,1.229724457,973858,945659,858,10498,2020-06-04 00:00:00.000,273,11629,28199,934030,137,20200604,00:00,2021-10-07 10:30:51.51
516,1.247595499,956852,928987,851,10466,2020-06-03 00:00:00.000,273,11590,27865,917397,136,20200603,00:00,2021-10-07 10:30:51.51
517,1.266948357,939851,910929,824,10445,2020-06-02 00:00:00.000,272,11541,28922,899388,135,20200602,00:00,2021-10-07 10:30:51.51
518,1.281909837,921391,897333,811,10421,2020-06-01 00:00:00.000,271,11503,24058,885830,134,20200601,00:00,2021-10-07 10:30:51.51
519,1.292128248,910822,887528,794,10404,2020-05-31 00:00:00.000,270,11468,23294,876060,133,20200531,00:00,2021-10-07 10:30:51.51
520,1.305151819,902901,876603,775,10397,2020-05-30 00:00:00.000,269,11441,26298,865162,132,20200530,00:00,2021-10-07 10:30:51.51
521,1.324946576,885120,860563,771,10362,2020-05-29 00:00:00.000,269,11402,24557,849161,131,20200529,00:00,2021-10-07 10:30:51.51
522,1.340429353,868666,846296,736,10339,2020-05-28 00:00:00.000,269,11344,22370,834952,130,20200528,00:00,2021-10-07 10:30:51.51
523,1.354267475,852876,831815,702,10294,2020-05-27 00:00:00.000,269,11265,21061,820550,129,20200527,00:00,2021-10-07 10:30:51.51
524,1.373204589,839475,817431,683,10273,2020-05-26 00:00:00.000,269,11225,22044,806206,128,20200526,00:00,2021-10-07 10:30:51.51
525,1.388001209,826437,807348,715,10224,2020-05-25 00:00:00.000,267,11206,19089,796142,127,20200525,00:00,2021-10-07 10:30:51.51
526,1.398826935,820289,799956,713,10211,2020-05-24 00:00:00.000,266,11190,20333,788766,126,20200524,00:00,2021-10-07 10:30:51.51
527,1.408209109,814420,792851,707,10192,2020-05-23 00:00:00.000,266,11165,21569,781686,125,20200523,00:00,2021-10-07 10:30:51.51
528,1.42456772,802418,782132,719,10159,2020-05-22 00:00:00.000,264,11142,20286,770990,124,20200522,00:00,2021-10-07 10:30:51.51
529,1.443300307,788684,770595,726,10132,2020-05-21 00:00:00.000,264,11122,18089,759473,123,20200521,00:00,2021-10-07 10:30:51.51
530,1.461684397,776433,760082,786,10061,2020-05-20 00:00:00.000,263,11110,16351,748972,122,20200520,00:00,2021-10-07 10:30:51.51
531,1.479732158,765574,748649,885,9930,2020-05-19 00:00:00.000,263,11078,16925,737571,121,20200519,00:00,2021-10-07 10:30:51.51
532,1.501116511,753211,737118,919,9883,2020-05-18 00:00:00.000,263,11065,16093,726053,120,20200518,00:00,2021-10-07 10:30:51.51
533,1.513713145,747653,729993,928,9860,2020-05-17 00:00:00.000,262,11050,17660,718943,119,20200517,00:00,2021-10-07 10:30:51.51
534,1.528031211,740645,722302,964,9811,2020-05-16 00:00:00.000,262,11037,18343,711265,118,20200516,00:00,2021-10-07 10:30:51.51
535,1.558698039,726747,706872,984,9774,2020-05-15 00:00:00.000,260,11018,19875,695854,117,20200515,00:00,2021-10-07 10:30:51.51
536,1.62078005,695920,676341,1074,9629,2020-05-13 00:00:00.000,259,10962,19579,665379,115,20200513,00:00,2021-10-07 10:30:51.51
537,1.645600096,680890,664560,1111,9567,2020-05-12 00:00:00.000,258,10936,16330,653624,114,20200512,00:00,2021-10-07 10:30:51.51
538,1.658986876,668492,657570,1126,9527,2020-05-11 00:00:00.000,256,10909,10922,646661,113,20200511,00:00,2021-10-07 10:30:51.51
539,1.663306606,663886,653758,1125,9493,2020-05-10 00:00:00.000,256,10874,10128,642884,112,20200510,00:00,2021-10-07 10:30:51.51
540,1.665445238,660030,650877,1140,9444,2020-05-09 00:00:00.000,256,10840,9153,640037,111,20200509,00:00,2021-10-07 10:30:51.51
541,1.675242571,654863,645996,1210,9356,2020-05-08 00:00:00.000,256,10822,8867,635174,110,20200508,00:00,2021-10-07 10:30:51.51
542,1.686535332,649388,640959,1268,9286,2020-05-07 00:00:00.000,256,10810,8429,630149,109,20200507,00:00,2021-10-07 10:30:51.51
543,1.701501844,643095,635086,1356,9195,2020-05-06 00:00:00.000,255,10806,8009,624280,108,20200506,00:00,2021-10-07 10:30:51.51
544,1.711175063,640237,631379,1406,9144,2020-05-05 00:00:00.000,254,10804,8858,620575,107,20200505,00:00,2021-10-07 10:30:51.51
545,1.726102486,633921,625745,1476,9073,2020-05-04 00:00:00.000,252,10801,8176,614944,106,20200504,00:00,2021-10-07 10:30:51.51
546,1.734135623,630973,622385,1511,9032,2020-05-03 00:00:00.000,250,10793,8588,611592,105,20200503,00:00,2021-10-07 10:30:51.51
547,1.741332911,627562,619066,1562,8968,2020-05-02 00:00:00.000,250,10780,8496,608286,104,20200502,00:00,2021-10-07 10:30:51.51
548,1.753626397,623069,614384,1616,8910,2020-05-01 00:00:00.000,248,10774,8685,603610,103,20200501,00:00,2021-10-07 10:30:51.51
549,1.761153838,619881,611247,1642,8876,2020-04-30 00:00:00.000,247,10765,8634,600482,102,20200430,00:00,2021-10-07 10:30:51.51
550,1.776064962,614197,605890,1779,8736,2020-04-29 00:00:00.000,246,10761,8307,595129,101,20200429,00:00,2021-10-07 10:30:51.51
551,1.794060179,608514,599311,1835,8673,2020-04-28 00:00:00.000,244,10752,9203,588559,100,20200428,00:00,2021-10-07 10:30:51.51
552,1.811510464,601660,592765,1922,8573,2020-04-27 00:00:00.000,243,10738,8895,582027,99,20200427,00:00,2021-10-07 10:30:51.51
553,1.820508208,598285,589286,1961,8525,2020-04-26 00:00:00.000,242,10728,8999,578558,98,20200426,00:00,2021-10-07 10:30:51.51
554,1.829316166,595161,585902,2042,8436,2020-04-25 00:00:00.000,240,10718,9259,575184,97,20200425,00:00,2021-10-07 10:30:51.51
555,1.846461581,589520,579920,2184,8284,2020-04-24 00:00:00.000,240,10708,9600,569212,96,20200424,00:00,2021-10-07 10:30:51.51
556,1.865005786,583971,573832,2270,8192,2020-04-23 00:00:00.000,240,10702,10139,563130,95,20200423,00:00,2021-10-07 10:30:51.51
557,1.88994023,577959,565838,2409,8047,2020-04-22 00:00:00.000,238,10694,12121,555144,94,20200422,00:00,2021-10-07 10:30:51.51
558,1.913511364,571014,558293,2470,7976,2020-04-21 00:00:00.000,237,10683,12721,547610,93,20200421,00:00,2021-10-07 10:30:51.51
559,1.937015247,563035,551054,2565,7873,2020-04-20 00:00:00.000,236,10674,11981,540380,92,20200420,00:00,2021-10-07 10:30:51.51
560,1.949472083,559109,546866,2620,7807,2020-04-19 00:00:00.000,234,10661,12243,536205,91,20200419,00:00,2021-10-07 10:30:51.51
561,1.968098078,554834,541284,2715,7706,2020-04-18 00:00:00.000,232,10653,13550,530631,90,20200418,00:00,2021-10-07 10:30:51.51
562,1.998019828,546463,532277,2807,7598,2020-04-17 00:00:00.000,230,10635,14186,521642,89,20200417,00:00,2021-10-07 10:30:51.51
563,2.023423901,538775,524507,2868,7516,2020-04-16 00:00:00.000,229,10613,14268,513894,88,20200416,00:00,2021-10-07 10:30:51.51
564,2.038589022,534552,519526,2989,7377,2020-04-15 00:00:00.000,225,10591,15026,508935,87,20200415,00:00,2021-10-07 10:30:51.51
565,2.060114628,527438,512787,3051,7291,2020-04-14 00:00:00.000,222,10564,14651,502223,86,20200414,00:00,2021-10-07 10:30:51.51
566,2.08508129,518743,505352,3122,7198,2020-04-13 00:00:00.000,217,10537,13391,494815,85,20200413,00:00,2021-10-07 10:30:51.51
567,2.098903227,514621,500833,3176,7122,2020-04-12 00:00:00.000,214,10512,13788,490321,84,20200412,00:00,2021-10-07 10:30:51.51
568,2.111162368,510479,496409,3275,6994,2020-04-11 00:00:00.000,211,10480,14070,485929,83,20200411,00:00,2021-10-07 10:30:51.51
569,2.142477853,503051,487753,3371,6871,2020-04-10 00:00:00.000,208,10450,15298,477303,82,20200410,00:00,2021-10-07 10:30:51.51
570,2.175074395,494711,479202,3504,6715,2020-04-09 00:00:00.000,204,10423,15509,468779,81,20200409,00:00,2021-10-07 10:30:51.51
571,2.218116182,486003,468145,3654,6530,2020-04-08 00:00:00.000,200,10384,17858,457761,80,20200408,00:00,2021-10-07 10:30:51.51
572,2.262325524,477304,456654,3688,6451,2020-04-07 00:00:00.000,192,10331,20650,446323,79,20200407,00:00,2021-10-07 10:30:51.51
573,2.298054341,466804,447509,3739,6359,2020-04-06 00:00:00.000,186,10284,19295,437225,78,20200406,00:00,2021-10-07 10:30:51.51
574,2.317835811,461233,441662,3827,6227,2020-04-05 00:00:00.000,183,10237,19571,431425,77,20200405,00:00,2021-10-07 10:30:51.51
575,2.33531392,455032,434888,3895,6084,2020-04-04 00:00:00.000,177,10156,20144,424732,76,20200404,00:00,2021-10-07 10:30:51.51
576,2.371072072,443273,424365,4099,5789,2020-04-03 00:00:00.000,174,10062,18908,414303,75,20200403,00:00,2021-10-07 10:30:51.51
577,2.410488622,431743,413858,4198,5609,2020-04-02 00:00:00.000,169,9976,17885,403882,74,20200402,00:00,2021-10-07 10:30:51.51
578,2.441463644,421547,404962,4361,5361,2020-04-01 00:00:00.000,165,9887,16585,395075,73,20200401,00:00,2021-10-07 10:30:51.51
579,2.485825764,410564,393672,4418,5206,2020-03-31 00:00:00.000,162,9786,16892,383886,72,20200331,00:00,2021-10-07 10:30:51.51
580,2.506934876,398902,385371,4460,5043,2020-03-30 00:00:00.000,158,9661,13531,375710,71,20200330,00:00,2021-10-07 10:30:51.51
581,2.527742388,394141,379113,4574,4857,2020-03-29 00:00:00.000,152,9583,15028,369530,70,20200329,00:00,2021-10-07 10:30:51.51
582,2.552233541,387925,371361,4693,4641,2020-03-28 00:00:00.000,144,9478,16564,361883,69,20200328,00:00,2021-10-07 10:30:51.51
583,2.579739151,376961,361742,4826,4367,2020-03-27 00:00:00.000,139,9332,15219,352410,68,20200327,00:00,2021-10-07 10:30:51.51
584,2.635970254,364942,350573,5109,4001,2020-03-26 00:00:00.000,131,9241,14369,341332,67,20200326,00:00,2021-10-07 10:30:51.51
585,2.659057442,357896,343618,5405,3606,2020-03-25 00:00:00.000,126,9137,14278,334481,66,20200325,00:00,2021-10-07 10:30:51.51
586,2.712657065,348582,333142,5521,3396,2020-03-24 00:00:00.000,120,9037,15440,324105,65,20200324,00:00,2021-10-07 10:30:51.51
587,2.762262336,338036,324408,5785,3065,2020-03-23 00:00:00.000,111,8961,13628,315447,64,20200323,00:00,2021-10-07 10:30:51.51
588,2.804501324,331780,317240,5976,2817,2020-03-22 00:00:00.000,104,8897,14540,308343,63,20200322,00:00,2021-10-07 10:30:51.51
589,2.82195603,327509,311805,6161,2536,2020-03-21 00:00:00.000,102,8799,15704,303006,62,20200321,00:00,2021-10-07 10:30:51.51
590,2.873091828,316664,301139,6385,2173,2020-03-20 00:00:00.000,94,8652,15525,292487,61,20200320,00:00,2021-10-07 10:30:51.51
591,2.942085738,307024,291120,6578,1896,2020-03-19 00:00:00.000,91,8565,15904,282555,60,20200319,00:00,2021-10-07 10:30:51.51
592,3.012162506,295647,279301,6831,1498,2020-03-18 00:00:00.000,84,8413,16346,270888,59,20200318,00:00,2021-10-07 10:30:51.51
593,3.088057901,286716,269425,6877,1362,2020-03-17 00:00:00.000,81,8320,17291,261105,58,20200317,00:00,2021-10-07 10:30:51.51
594,3.173392208,274504,259533,7055,1106,2020-03-16 00:00:00.000,75,8236,14971,251297,57,20200316,00:00,2021-10-07 10:30:51.51
595,3.239660237,268212,251940,7280,807,2020-03-15 00:00:00.000,75,8162,16272,243778,56,20200315,00:00,2021-10-07 10:30:51.51
596,3.318000336,261335,243701,7324,690,2020-03-14 00:00:00.000,72,8086,17634,235615,55,20200314,00:00,2021-10-07 10:30:51.51
597,3.458499309,248647,230707,7422,490,2020-03-13 00:00:00.000,67,7979,17940,222728,54,20200313,00:00,2021-10-07 10:30:51.51
598,3.621744273,234998,217271,7485,318,2020-03-12 00:00:00.000,66,7869,17727,209402,53,20200312,00:00,2021-10-07 10:30:51.51
599,3.804174536,222395,203855,7423,272,2020-03-11 00:00:00.000,60,7755,18540,196100,52,20200311,00:00,2021-10-07 10:30:51.51
600,3.919308057,210144,191692,7227,232,2020-03-10 00:00:00.000,54,7513,18452,184179,51,20200310,00:00,2021-10-07 10:30:51.51
601,4.120339361,196618,179160,7172,159,2020-03-09 00:00:00.000,51,7382,17458,171778,50,20200309,00:00,2021-10-07 10:30:51.51
602,4.21775786,188518,169142,6958,126,2020-03-08 00:00:00.000,50,7134,19376,162008,49,20200308,00:00,2021-10-07 10:30:51.51
603,4.267542836,178189,158569,6608,115,2020-03-07 00:00:00.000,44,6767,19620,151802,48,20200307,00:00,2021-10-07 10:30:51.51
604,4.397234584,164740,142908,6136,106,2020-03-06 00:00:00.000,42,6284,21832,136624,47,20200306,00:00,2021-10-07 10:30:51.51
605,4.622748154,146541,124731,5645,86,2020-03-05 00:00:00.000,35,5766,21810,118965,46,20200305,00:00,2021-10-07 10:30:51.51
606,4.919985595,136707,108293,5256,40,2020-03-04 00:00:00.000,32,5328,28414,102965,45,20200304,00:00,2021-10-07 10:30:51.51
607,5.329139718,125851,90296,4750,34,2020-03-03 00:00:00.000,28,4812,35555,85484,44,20200303,00:00,2021-10-07 10:30:51.51
608,5.557314756,109591,75792,4159,30,2020-03-02 00:00:00.000,23,4212,33799,71580,43,20200302,00:00,2021-10-07 10:30:51.51
609,5.541846758,96985,63625,3481,28,2020-03-01 00:00:00.000,17,3526,33360,60099,42,20200301,00:00,2021-10-07 10:30:51.51
610,5.802696442,85693,50511,2889,26,2020-02-29 00:00:00.000,16,2931,35182,47580,41,20200229,00:00,2021-10-07 10:30:51.51
611,4.967692799,70940,40703,1984,25,2020-02-28 00:00:00.000,13,2022,30237,38681,40,20200228,00:00,2021-10-07 10:30:51.51
612,4.919499106,57990,32422,1560,23,2020-02-27 00:00:00.000,12,1595,25568,30827,39,20200227,00:00,2021-10-07 10:30:51.51
613,4.509857936,46127,25411,1114,21,2020-02-26 00:00:00.000,11,1146,20716,24265,38,20200226,00:00,2021-10-07 10:30:51.51
614,3.910492205,36716,22836,864,21,2020-02-25 00:00:00.000,8,893,13880,21943,37,20200225,00:00,2021-10-07 10:30:51.51
615,4.492463495,28615,16984,739,17,2020-02-24 16:00:00.000,7,763,11631,16221,36,20200224,16:00,2021-10-07 10:30:51.51
616,3.814489572,22633,14576,536,17,2020-02-23 16:00:00.000,3,556,8057,14020,35,20200223,16:00,2021-10-07 10:30:51.51
617,2.547114252,19621,13584,326,17,2020-02-22 16:00:00.000,3,346,6037,13238,34,20200222,16:00,2021-10-07 10:30:51.51
618,1.340666896,14816,11636,139,16,2020-02-21 16:00:00.000,1,156,3180,11480,33,20200221,16:00,2021-10-07 10:30:51.51
619,0.796039219,12161,10301,65,16,2020-02-20 16:00:00.000,1,82,1860,10219,32,20200220,16:00,2021-10-07 10:30:51.51
620,0.712589074,10411,9262,54,12,2020-02-19 16:00:00.000,0,66,1149,9196,31,20200219,16:00,2021-10-07 10:30:51.51
621,0.378832722,9265,8447,22,10,2020-02-18 16:00:00.000,0,32,818,8415,30,20200218,16:00,2021-10-07 10:30:51.51
622,0.401983117,8171,7463,21,9,2020-02-17 16:00:00.000,0,30,708,7433,29,20200217,16:00,2021-10-07 10:30:51.51
623,0.403551251,7919,7434,21,9,2020-02-16 16:00:00.000,0,30,485,7404,28,20200216,16:00,2021-10-07 10:30:51.51
624,0.402241057,7519,6961,21,7,2020-02-15 16:00:00.000,0,28,558,6933,27,20200215,16:00,2021-10-07 10:30:51.51
625,0.443108087,6854,6319,21,7,2020-02-14 16:00:00.000,0,28,535,6291,26,20200214,16:00,2021-10-07 10:30:51.51
626,0.534861509,5797,5235,21,7,2020-02-13 16:00:00.000,0,28,562,5207,25,20200213,16:00,2021-10-07 10:30:51.51
627,0.652832828,5074,4289,24,4,2020-02-12 16:00:00.000,0,28,785,4261,24,20200212,16:00,2021-10-07 10:30:51.51
628,0.976630624,3629,2867,24,4,2020-02-11 16:00:00.000,0,28,762,2839,23,20200211,16:00,2021-10-07 10:30:51.51
629,1.247216036,2776,2245,25,3,2020-02-10 16:00:00.000,0,28,531,2217,22,20200210,16:00,2021-10-07 10:30:51.51
630,1.859504132,2340,1452,25,2,2020-02-09 16:00:00.000,0,27,888,1425,21,20200209,16:00,2021-10-07 10:30:51.51
631,2.220166512,1701,1081,22,2,2020-02-08 16:00:00.000,0,24,620,1057,20,20200208,16:00,2021-10-07 10:30:51.51
632,2.98879203,1130,803,22,2,2020-02-07 16:00:00.000,0,24,327,779,19,20200207,16:00,2021-10-07 10:30:51.51
633,3.351955307,885,716,24,0,2020-02-06 09:00:00.000,0,24,169,692,18,20200206,09:00,2021-10-07 10:30:51.51
634,3.115727003,714,674,21,0,2020-02-05 19:00:00.000,0,21,40,653,17,20200205,19:00,2021-10-07 10:30:51.51
635,2.635914333,607,607,16,0,2020-02-04 00:00:00.000,0,16,0,591,16,20200204,00:00,2021-10-07 10:30:51.51
636,3.06122449,490,490,15,0,2020-02-03 00:00:00.000,0,15,0,475,15,20200203,00:00,2021-10-07 10:30:51.51
637,3.496503497,429,429,15,0,2020-02-02 00:00:00.000,0,15,0,414,14,20200202,00:00,2021-10-07 10:30:51.51
638,3.234501348,371,371,12,0,2020-02-01 00:00:00.000,0,12,0,359,13,20200201,00:00,2021-10-07 10:30:51.51
639,3.28358209,335,335,11,0,2020-01-31 00:00:00.000,0,11,0,324,12,20200131,00:00,2021-10-07 10:30:51.51
640,2.545454545,275,275,7,0,2020-01-30 00:00:00.000,0,7,0,268,11,20200130,00:00,2021-10-07 10:30:51.51
641,1.923076923,208,208,4,0,2020-01-29 00:00:00.000,0,4,0,204,10,20200129,00:00,2021-10-07 10:30:51.51
642,2.919708029,137,137,4,0,2020-01-28 00:00:00.000,0,4,0,133,9,20200128,00:00,2021-10-07 10:30:51.51
643,4.761904762,84,84,4,0,2020-01-27 10:00:00.000,0,4,0,80,8,20200127,10:00,2021-10-07 10:30:51.51
644,5.357142857,56,56,3,0,2020-01-26 09:00:00.000,0,3,0,53,7,20200126,09:00,2021-10-07 10:30:51.51
645,4.255319149,47,47,2,0,2020-01-25 00:00:00.000,0,2,0,45,6,20200125,00:00,2021-10-07 10:30:51.51
646,6.896551724,29,29,2,0,2020-01-24 00:00:00.000,0,2,0,27,5,20200124,00:00,2021-10-07 10:30:51.51
647,4,25,25,1,0,2020-01-23 09:00:00.000,0,1,0,24,4,20200123,09:00,2021-10-07 10:30:51.51
648,4.761904762,21,21,1,0,2020-01-22 12:00:00.000,0,1,0,20,3,20200122,12:00,2021-10-07 10:30:51.51
649,6.666666667,15,15,1,0,2020-01-21 09:00:00.000,0,1,0,14,2,20200121,09:00,2021-10-07 10:30:51.51
650,25,4,4,1,0,2020-01-20 17:00:00.000,0,1,0,3,1,20200120,17:00,2021-10-07 10:30:51.51
